"","label","MainText"
"2485","ham","Just now saw your message.it k da:)"
"2486","ham","Ok then i come n pick u at engin?"
"2487","ham","Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?"
"2488","ham","Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear"
"2489","ham","Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
"2490","ham","Me also da, i feel yesterday night  wait til 2day night dear."
"2491","ham","How many times i told in the stage all use to laugh. You not listen aha."
"2492","ham","Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
"2493","ham","Hope you are having a good week. Just checking in"
"2494","ham","Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
"2495","ham","Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
"2496","ham","How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch"
"2497","ham","Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free"
"2498","phishing","A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345"
"2499","ham","I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time"
"2500","phishing","Nationwide has noticed your debit card was recently used on 25-10-2015 13.04.43, at APPLE ONLINE STORE for 1976.00 GBP. If not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. Do not reply by SMS http://www.Nationwide.co.uk/"
"2501","phishing","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 .  Help08718728876"
"2502","phishing","Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+"
"2503","ham","That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?"
"2504","ham","I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages.."
"2505","phishing","	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906"
"2506","ham","IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx"
"2507","ham","Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
"2508","phishing","One call can change your life.Weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.CALL-9871993238,9871965149"
"2509","ham","Thanks love. But am i doing torch or bold."
"2510","ham","Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?"
"2511","ham","Hi dis is yijue i would be happy to work wif ü all for gek1510..."
"2512","ham","She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,children were there with her�."
"2513","ham","Cos i want it to be your thing"
"2514","ham","Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
"2515","ham","Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
"2516","ham","You will be in the place of that man�U hv to perform.."
"2517","ham","Ok no prob... I'll come after lunch then..."
"2518","phishing","We owe you for the last tax year. Please follow our secure link http:Ow.ly/ozvo308t.Jxz for more information."
"2519","ham","In that case I guess I'll see you at campus lodge"
"2520","ham","I want to sent  30 mesages today. Sorry"
"2521","ham","Lol great now im getting hungry."
"2522","ham","I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
"2523","phishing","As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 8927307655"
"2524","ham","This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply..."
"2525","ham","That means you got an A in epi, she.s fine. She.s here now."
"2526","ham","That's y u haf 2 keep me busy..."
"2527","ham","naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
"2528","ham","Are you still playing with gautham?"
"2529","ham","When i have stuff to sell i.ll tell you"
"2530","ham","ow u dey.i paid 60,400thousad.i told  u would call . "
"2531","ham","Tell rob to mack his gf in the theater"
"2532","phishing","-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468"
"2533","ham","Yup ok..."
"2534","ham","No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
"2535","ham","Mm not entirely sure i understood that text but hey. Ho. Which weekend?"
"2536","ham","Thts god's gift for birds as humans hav some natural gift frm god.."
"2537","ham","Are you plans with your family set in stone ?"
"2538","ham","K, if u bored up just come to my home.."
"2539","ham","No..but heard abt tat.."
"2540","phishing","FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk"
"2541","ham","Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago."
"2542","ham","Oh ok.. Wat's ur email?"
"2543","ham","Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
"2544","phishing","Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
"2545","ham","When did you get to the library"
"2546","ham","Well its not like you actually called someone a punto. That woulda been worse."
"2547","phishing","44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
"2548","ham","A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol"
"2549","ham","Erutupalam thandiyachu"
"2550","phishing","Please call our customer service representative on 7044518857 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000. FL1PKART TEAM"
"2551","ham","Wat time u finish ur lect today?"
"2552","ham","Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx"
"2553","ham","Ok�great�."
"2554","ham","Call me when u're done..."
"2555","ham","Well. Im computerless. Time to make some oreo truffles"
"2556","ham","Still in the area of the restaurant. Ill try to come back soon"
"2557","ham","What you thinked about me. First time you saw me in class."
"2558","ham","Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure.."
"2559","ham","I dont know exactly could you ask chechi."
"2560","ham","Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; ."
"2561","ham","Where's my boytoy? I miss you ... What happened?"
"2562","phishing","CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16"
"2563","ham","I am joining today formally.Pls keep praying.will talk later."
"2564","ham","Cheers for the card ... Is it that time of year already?"
"2565","ham","If he wll start searching he will get job in few days."
"2566","ham","My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor."
"2567","phishing","	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer."
"2568","phishing","Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW!"
"2569","ham","So i asked how's anthony. Dad. And your bf"
"2570","ham","Merry christmas to u too annie!"
"2571","ham","Aight, I'll hit you up when I get some cash"
"2572","ham","Come to me right now, Ahmad"
"2573","ham","Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate"
"2574","ham","Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
"2575","ham","I can take you at like noon"
"2576","ham","Cool, I'll text you in a few"
"2577","ham","Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*"
"2578","ham","Not yet chikku..going to room nw, i'm in bus.."
"2579","ham","No, I was trying it all weekend ;V"
"2580","ham","Sorry, I'll call later..I have some urgent work.."
"2581","ham","Great. So should i send you my account number."
"2582","phishing","Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 8536074310 immediately to verify"
"2583","phishing","ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(www.bsaitm.in) JOIN BSAITM VIKASPURI 9873000679/9650354070"
"2584","ham","34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
"2585","phishing","Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
"2586","ham","Me too baby! I promise to treat you well! I bet you will take good care of me..."
"2587","ham","Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
"2588","ham","I will call you later, I don't have network. "
"2589","ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
"2590","ham"," The problem I have felt is you have the time to do it, but you choose not to."
"2591","ham","Bbq this sat at mine from 6ish. Ur welcome 2 come"
"2592","ham","Yeah I should be able to, I'll text you when I'm ready to meet up"
"2593","ham","Aight no rush, I'll ask jay"
"2594","phishing","No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"2595","ham","No. Did you multimedia message them or e-mail?"
"2596","ham","How come guoyang go n tell her? Then u told her?"
"2597","ham","Well there's still a bit left if you guys want to tonight"
"2598","ham","Will ü b going to esplanade fr home?"
"2599","ham","Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD"
"2600","ham","Wat time ü finish?"
"2601","ham","Am in gobi arts college"
"2602","ham","K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1"
"2603","phishing","Need to clear doubts before exams? Experienced tutors help is just a click away- Free helpdesk round the clock. Just logon to eAgetutor.com or call 011-46592191"
"2604","ham","Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
"2605","ham","I will come tomorrow di"
"2606","ham","What u talking bout early morning? It's almost noon where your at!"
"2607","ham","Then wat r u doing now? Busy wif work?"
"2608","ham","Hai priya are you right. What doctor said pa. Where are you."
"2609","phishing","IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!"
"2610","ham","Boooo you always work. Just quit."
"2611","ham","Tell me pa. How is pain de."
"2612","ham","I am in tirupur da, once you started from office call me."
"2613","ham","I've got ten bucks, jay is being noncomittal"
"2614","ham","1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)"
"2615","ham","Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9."
"2616","ham","I got a call from a landline number. . . I am asked to come to malviya nagar. . . I will go in the evening"
"2617","ham","I'm expressing  my gratitude brother. I promise i wont take your help for granted. You have been helping at all times."
"2618","phishing","you'hv completed a transaction for AUD 788.93 on 06/02/17 03-27-31 pm. Please follow the link if it is not done by you http://commbank.netban"
"2619","ham","How are you with moneY...as in to you...money aint a thing....how are you sha!"
"2620","ham","I WILL CAL YOU SIR. In meeting"
"2621","ham","Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
"2622","phishing","IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!"
"2623","phishing","Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
"2624","phishing","Todays Vodafone numbers ending 8023 are selected to receive a Rs.2,00,000 award. If you have a match please call 8927307655 quoting claim code 6001 standard rates apply"
"2625","ham","Glad to see your reply."
"2626","ham","Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
"2627","phishing","You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!"
"2628","ham","Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
"2629","ham","*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?"
"2630","ham","My sister cleared two round in birla soft yesterday."
"2631","phishing","Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm"
"2632","ham","Its not that time of the month nor mid of the time?"
"2633","phishing","For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p"
"2634","ham","What is your record for one night? :)"
"2635","ham","My exam is for february 4. Wish you a great day."
"2636","ham","How are you holding up?"
"2637","ham","I know where the  &lt;#&gt;  is, I'll be there around 5"
"2638","ham","Sorry, I don�t knw"
"2639","ham","Yes i have. So that's why u texted. Pshew...missing you so much"
"2640","ham","I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :("
"2641","ham","Then dun wear jeans lor..."
"2642","ham","When are you going to ride your bike?"
"2643","ham","Now get step 2 outta the way. Congrats again."
"2644","ham","I am great! How are you?"
"2645","ham","And is there a way you can send shade's stuff to her. And she has been wonderful too."
"2646","phishing","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04"
"2647","ham","Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
"2648","ham","How much did ur hdd casing cost."
"2649","phishing","Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
"2650","ham","Huh so fast... Dat means u havent finished painting?"
"2651","ham","I am in escape theatre now. . Going to watch KAVALAN in a few minutes"
"2652","phishing","	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546"
"2653","ham","I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
"2654","ham","Ma head dey swell oh. Thanks for making my day"
"2655","ham","Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime"
"2656","ham","Was the actual exam harder than NBME"
"2657","ham","And stop being an old man. You get to build snowman snow angels and snowball fights."
"2658","ham","Ok. How many should i buy."
"2659","phishing","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277."
"2660","ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. "
"2661","ham","Yes its possible but dint try. Pls dont tell to any one k"
"2662","phishing","Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
"2663","ham","G says you never answer your texts, confirm/deny"
"2664","phishing","200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705"
"2665","ham","Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
"2666","ham","You call times job today ok umma and ask them to speed up"
"2667","ham","Shall i come to get pickle"
"2668","ham","U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar..."
"2669","phishing","	44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
"2670","ham","Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
"2671","phishing","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0"
"2672","ham","Too late. I said i have the website. I didn't i have or dont have the slippers"
"2673","ham","That's my honeymoon outfit. :)"
"2674","ham","at Customer place, i wil cal u sir."
"2675","ham","Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side"
"2676","ham","Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow."
"2677","ham","Good evening! How are you?"
"2678","ham","I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book"
"2679","ham","I dont want to hear philosophy. Just say what happen"
"2680","ham","Yup i'm elaborating on the safety aspects and some other issues.."
"2681","ham","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take Care�"
"2682","ham","chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
"2683","ham","Howz that persons story..have u read that?"
"2684","ham","Am on a train back from northampton so i'm afraid not!"
"2685","ham","I'm on the bus. Love you"
"2686","ham","K.k.this month kotees birthday know?"
"2687","ham","If you have belive me. Come to my home."
"2688","ham","All will come alive.better correct any good looking figure there itself.."
"2689","ham","K...k...yesterday i was in cbe ."
"2690","ham","GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"
"2691","ham","Yesterday its with me only . Now am going home."
"2692","ham","Hey are you angry with me. Reply me dr."
"2693","ham","Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
"2694","phishing","Ramprastha has Launched The Edge Towers in Gurgaon, @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282"
"2695","ham","Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
"2696","ham","Yar... I tot u knew dis would happen long ago already."
"2697","ham","Haven't received"
"2698","ham","Do u knw dis no. &lt;#&gt; ?"
"2699","ham","We have pizza if u want"
"2700","ham","great loxahatchee xmas tree burning update: you can totally see stars here"
"2701","ham","That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?"
"2702","ham","Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life."
"2703","ham","Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem"
"2704","ham","Sorry that was my uncle. I.ll keep in touch"
"2705","phishing","	Call FREEPHONE 0800 542 0578 now!"
"2706","ham","Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
"2707","phishing","Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
"2708","ham","Ok. I.ll do you right later."
"2709","ham","Dear, I am waiting for your call�I will be busy later on.."
"2710","ham","Are you this much buzy AS YOU SHOW"
"2711","ham","What year. And how many miles."
"2712","ham","I said its okay. Sorry"
"2713","ham","How. Its a little difficult but its a simple way to enter this place"
"2714","ham","Cant think of anyone with * spare room off * top of my head"
"2715","phishing","	XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867"
"2716","ham","Dunno he jus say go lido. Same time 930."
"2717","ham","Can't take any major roles in community outreach. You rock mel"
"2718","ham","I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?"
"2719","ham","I am not having her number sir"
"2720","ham","Thanks for understanding. I've been trying to tell sura that."
"2721","ham","Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash"
"2722","ham","Come to mahal bus stop.. &lt;DECIMAL&gt;"
"2723","ham","Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
"2724","ham","Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know"
"2725","phishing","	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
"2726","ham","Tonight? Yeah, I'd be down for that"
"2727","ham","Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;"
"2728","ham","K..k..any special today?"
"2729","phishing","Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence"
"2730","ham","Aight, let me know when you're gonna be around usf"
"2731","ham","Got c... I lazy to type... I forgot U in lect... I saw a pouch but like not v nice..."
"2732","ham","Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?"
"2733","ham","Eatin my lunch..."
"2734","phishing","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone"
"2735","ham","Eh u send wrongly lar..."
"2736","ham","Not really dude, have no friends i'm afraid :("
"2737","phishing","XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380644"
"2738","ham","Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x"
"2739","ham","By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
"2740","ham","Awesome, be there in a minute"
"2741","ham","So i could kiss and feel you next to me..."
"2742","ham","Yeah, we got one lined up for us"
"2743","ham","Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars."
"2744","ham","Ok.. Ü finishing soon?"
"2745","ham","Cool, what time you think you can get here?"
"2746","ham","A boy was late 2 home. His father: ""WELCOME"""
"2747","ham","Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
"2748","ham","K, wat s tht incident?"
"2749","ham","I am busy on Sunday as I HAVE A DATE ON SUNDAY WITH LITCI!!"
"2750","phishing","74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC"
"2751","ham","Who u talking about?"
"2752","ham","Ya that one is slow as poo"
"2753","ham","Don't worry, * is easy once have ingredients!"
"2754","ham","He also knows about lunch menu only da. . I know"
"2755","ham","House-Maid is the murderer, because the man was murdered on  26th January.. As public holiday all govt.instituitions are closed,including post office.."
"2756","ham","I don't think I can get away for a trek that long with family in town, sorry"
"2757","ham","Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D"
"2758","phishing","Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
"2759","ham","CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES"
"2760","ham","I'm in a meeting, call me later at evening"
"2761","ham","Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)"
"2762","ham","Oh ya ya. I remember da. ."
"2763","phishing","Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now! "
"2764","ham","He needs to stop going to bed and make with the  dealing"
"2765","ham","I thank you so much for all you do with selflessness. I love you plenty."
"2766","ham","Coffee cake, i guess..."
"2767","ham","From here after The performance award is calculated every two month.not for current one month period.."
"2768","ham","Ok no prob. Take ur time."
"2769","ham","Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x"
"2770","ham","U r too much close to my heart. If u go away i will be shattered. Plz stay with me."
"2771","ham","Fine. Do you remember me."
"2772","phishing","Your account has been credited with 500 FREE Text Messages. To activate call 08718738034"
"2773","ham","I shall book chez jules for half eight, if that's ok with you?"
"2774","ham","Im just wondering what your doing right now?"
"2775","ham","Or just do that 6times"
"2776","ham","Ok ok take care. I can understand."
"2777","ham","O we cant see if we can join denis and mina? Or does denis want alone time"
"2778","ham","No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
"2779","ham","You intrepid duo you! Have a great time and see you both soon."
"2780","ham","Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
"2781","ham","Ya even those cookies have jelly on them"
"2782","ham","Short But Cute: ""Be a good person, but dont try to prove it.."" .Good morning�"
"2783","ham","I'm going for bath will msg you next  &lt;#&gt;  min.."
"2784","phishing","Nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at APPLE ONLINE STORE FOR 1500.00 GBP. If not you please urgently call fraud prevention on 03303800231 or intl +443303800231. Do not reply by sms http://ww.Nationwide.co.uk/"
"2785","ham","picking them up from various points"
"2786","ham","Is that on the telly? No its Brdget Jones!"
"2787","ham","Some friends want me to drive em someplace, probably take a while"
"2788","phishing","No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends."
"2789","ham","Where @"
"2790","phishing","Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324"
"2791","ham","Am i that much bad to avoid like this?"
"2792","ham","Waaaat?? Lololo ok next time then!"
"2793","ham","You call him now ok i said call him"
"2794","phishing","Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655"
"2795","ham","I thk 530 lor. But dunno can get tickets a not. Wat u doing now?"
"2796","phishing","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service"
"2797","ham","Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . G o o d n i g h t . . .@"
"2798","ham","He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment"
"2799","ham","I told your number to gautham.."
"2800","ham","Small problem in auction:)punj now asking tiwary"
"2801","ham","All e best 4 ur exam later."
"2802","phishing","Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 "
"2803","phishing","WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8536074310"
"2804","ham","As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
